==================================================
=== Log Session: 14.05.2025 3:03:20 ===
=== Unity Version: 6000.0.21f1 ===
=== App Version: 1.0 ===
=== OS: Windows 11  (10.0.26100) 64bit ===
=== Device: MS-7D75 (Micro-Star International Co., Ltd.) ===
=== Processor: AMD Ryzen 5 7600 6-Core Processor  ===
=== Graphics: Intel(R) Arc(TM) B580 Graphics ===
==================================================

03:03:20.160 [Log] Application started. Version: 1.0
03:03:20.163 [Log] Log file initialized at: D:\SteamLibrary\steamapps\common\Dicewood Demo\Logs\AppLog_2025-05-14_03-03-20.log
03:03:22.185 [Log] LOAD ENTITY CMS/audio/ambience/forest_atmos_bright
03:03:22.185 [Log] LOAD ENTITY CMS/audio/ambience/forest_atmos_dark
03:03:22.185 [Log] LOAD ENTITY CMS/audio/ambience/house_atmos
03:03:22.185 [Log] LOAD ENTITY CMS/audio/events/sfx_altar_jingle
03:03:22.185 [Log] LOAD ENTITY CMS/audio/events/sfx_beartrap_jingle
03:03:22.185 [Log] LOAD ENTITY CMS/audio/events/sfx_raven_jingle
03:03:22.185 [Log] LOAD ENTITY CMS/audio/events/sfx_tools_jingle
03:03:22.185 [Log] LOAD ENTITY CMS/audio/game/sfx_animal_exile
03:03:22.185 [Log] LOAD ENTITY CMS/audio/game/sfx_choose_background_noise
03:03:22.185 [Log] LOAD ENTITY CMS/audio/game/sfx_say
03:03:22.185 [Log] LOAD ENTITY CMS/audio/music/forest_combat
03:03:22.185 [Log] LOAD ENTITY CMS/audio/music/forest_map
03:03:22.185 [Log] LOAD ENTITY CMS/audio/music/forest_reprise
03:03:22.185 [Log] LOAD ENTITY CMS/audio/ui/sfx_door
03:03:22.185 [Log] LOAD ENTITY CMS/audio/ui/sfx_end_turn
03:03:22.185 [Log] LOAD ENTITY CMS/audio/ui/sfx_enter_house
03:03:22.185 [Log] LOAD ENTITY CMS/audio/ui/sfx_map_click
03:03:22.185 [Log] LOAD ENTITY CMS/audio/ui/sfx_map_hover
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/B_red_riding_hood
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_bear_trap
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_centipede
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_chestnut_man
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_corpseflower
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_crab
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_earwig
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_gloombloom
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_grafted_doll
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_gravemoss
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_hand
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_mole
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_mushroom
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_mushroom_small
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_pinocchio
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_poison_cloud
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_rat
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_rat_king
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_scorpion
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_snail_big
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_snail_even
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_snail_odd
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_snail_rabid
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_snake_big
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_snapping_tutrle
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_spider
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_spider_boss
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_spider_huntsman
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_spiderweb
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_totem
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_totem_tutorial
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_wasp
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_witch_servant_A
03:03:22.185 [Log] LOAD ENTITY CMS/challenge/E_witch_servant_B
03:03:22.185 [Log] LOAD ENTITY CMS/challenge_slot_modifier/cs_x2_damage_candle
03:03:22.185 [Log] LOAD ENTITY CMS/consumables/cm_arrow
03:03:22.185 [Log] LOAD ENTITY CMS/consumables/cm_blue_cheese
03:03:22.185 [Log] LOAD ENTITY CMS/consumables/cm_carrot
03:03:22.185 [Log] LOAD ENTITY CMS/consumables/cm_cheese
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_club
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_cork_hat
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_dagger
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_egg
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_fang
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_health_potion
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_hedgehog_carcass
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_medicine
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_mirror
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_paw
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_poison_potion
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_rat_droppings
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_saw
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_shovel
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/cm_strange_carrot
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/dice/cm_d1
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/dice/cm_d2
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/dice/cm_d3
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/dice/cm_d4
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/dice/cm_d5
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/dice/cm_d6
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/lore/cm_story
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/lore/cm_story_house
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/resources/cm_bones
03:03:22.186 [Log] LOAD ENTITY CMS/consumables/resources/cm_key
03:03:22.186 [Log] LOAD ENTITY CMS/currency/c_bones
03:03:22.186 [Log] LOAD ENTITY CMS/currency/c_keys
03:03:22.186 [Log] LOAD ENTITY CMS/default_deck
03:03:22.186 [Log] LOAD ENTITY CMS/deck_no_cats
03:03:22.186 [Log] LOAD ENTITY CMS/dice/special/dice_cocoon
03:03:22.187 [Log] LOAD ENTITY CMS/dice/special/dice_egg
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_cat
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_cat_black
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_cat_brown
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_fennec
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_manul
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_rabbit
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_rabbit_brown
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_rabbit_grey
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_rat
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/common/dice_sparrow
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_bear
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_crow
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_deer
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_fox
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_hedgehog
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_monkey
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_owl
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_panda
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_pidgeon
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_red_panda
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_snake
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/rare/dice_wolf
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/uncommon/dice_frog
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/uncommon/dice_hare
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/uncommon/dice_hog
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/uncommon/dice_raccoon
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/uncommon/dice_ram
03:03:22.187 [Log] LOAD ENTITY CMS/dice/starting/uncommon/dice_sheep
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_beaver
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_capybara
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_cat_blue
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_crow_white
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_fox_arctic
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_rabbit_black
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_rabbit_blood
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_rabbit_half
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_rabbit_lab
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_rabbit_mutated
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_sheep_black
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_snake_black
03:03:22.187 [Log] LOAD ENTITY CMS/dice/to_unlock/dice_snake_gold
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/decorative/dm_blood_Eye
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/decorative/dm_cage
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/decorative/dm_mad_eye
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/decorative/dm_stolen
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/decorative/dm_tophat
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_buried
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_burning_eyes
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_crack
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_feather_raven
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_foresight
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_gold_leaf
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_grapes
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_horns
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_leech
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_magma
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_miasma
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_no_eye
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_strange_odor
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_webbed
03:03:22.187 [Log] LOAD ENTITY CMS/dice_modifier/dm_wildcard
03:03:22.187 [Log] LOAD ENTITY CMS/entity_categories/category_cats
03:03:22.187 [Log] LOAD ENTITY CMS/entity_categories/category_d_magic
03:03:22.187 [Log] LOAD ENTITY CMS/lore/note_0
03:03:22.187 [Log] LOAD ENTITY CMS/lore/note_1
03:03:22.187 [Log] LOAD ENTITY CMS/lore/note_2
03:03:22.187 [Log] LOAD ENTITY CMS/lore/note_chestnut_man
03:03:22.187 [Log] LOAD ENTITY CMS/lore/note_first_death
03:03:22.187 [Log] LOAD ENTITY CMS/lore/note_gloomshell
03:03:22.187 [Log] LOAD ENTITY CMS/lore/note_lagomorph
03:03:22.187 [Log] LOAD ENTITY CMS/lore/note_wiltpetal
03:03:22.187 [Log] LOAD ENTITY CMS/map/levels/1/level_e_snake_big
